YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"WEEK ENDING","PROGRESS in PCT PLANTED","PROGRESS, 5 YEAR AVG in PCT PLANTED","PROGRESS, PREVIOUS YEAR in PCT PLANTED","PROGRESS in PCT EMERGED","PROGRESS, 5 YEAR AVG in PCT EMERGED","PROGRESS, PREVIOUS YEAR in PCT EMERGED","PROGRESS in PCT SILKING","PROGRESS, 5 YEAR AVG in PCT SILKING","PROGRESS, PREVIOUS YEAR in PCT SILKING","PROGRESS in PCT DOUGH","PROGRESS, 5 YEAR AVG in PCT DOUGH","PROGRESS, PREVIOUS YEAR in PCT DOUGH","PROGRESS in PCT DENTED","PROGRESS, 5 YEAR AVG in PCT DENTED","PROGRESS, PREVIOUS YEAR in PCT DENTED","PROGRESS in PCT MATURE","PROGRESS, 5 YEAR AVG in PCT MATURE","PROGRESS, PREVIOUS YEAR in PCT MATURE","PROGRESS in PCT HARVESTED","PROGRESS, 5 YEAR AVG in PCT HARVESTED","PROGRESS, PREVIOUS YEAR in PCT HARVESTED"
2009,"US TOTAL","  ","  ","   ","WEEK #44",CORN,2009-11-01," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",94,99," "," "," "," "
2009,"US TOTAL","  ","  ","   ","WEEK #45",CORN,2009-11-08," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",97,100," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #14",CORN,2010-04-11,3,4," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #15",CORN,2010-04-18,19,9," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #16",CORN,2010-04-25,50,22," ",7,5," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #17",CORN,2010-05-02,68,40," ",19,9," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #18",CORN,2010-05-09,81,62," ",39,21," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #19",CORN,2010-05-16,87,78," ",55,39," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #20",CORN,2010-05-23,93,89," ",71,62," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #21",CORN,2010-05-30,97,96," ",85,80," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #22",CORN,2010-06-06," "," "," ",94,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #23",CORN,2010-06-13," "," "," ",98,97," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #25",CORN,2010-06-27," "," "," "," "," "," ",7,5," "," "," "," "," "," "," "," "," "," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #26",CORN,2010-07-04," "," "," "," "," "," ",19,12," "," "," "," "," "," "," "," "," "," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #27",CORN,2010-07-11," "," "," "," "," "," ",38,26," "," "," "," "," "," "," "," "," "," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #28",CORN,2010-07-18," "," "," "," "," "," ",65,47," ",8,7," "," "," "," "," "," "," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #29",CORN,2010-07-25," "," "," "," "," "," ",84,70," ",17,13," "," "," "," "," "," "," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #30",CORN,2010-08-01," "," "," "," "," "," ",93,86," ",31,24," ",7,5," "," "," "," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #31",CORN,2010-08-08," "," "," "," "," "," ",97,94," ",52,40," ",14,11," "," "," "," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #32",CORN,2010-08-15," "," "," "," "," "," "," "," "," ",74,58," ",32,22," "," "," "," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #33",CORN,2010-08-22," "," "," "," "," "," "," "," "," ",88,74," ",54,37," ",8,6," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #34",CORN,2010-08-29," "," "," "," "," "," "," "," "," ",94,86," ",73,55," ",17,11," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #35",CORN,2010-09-05," "," "," "," "," "," "," "," "," ",98,93," ",86,71," ",33,19," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #36",CORN,2010-09-12," "," "," "," "," "," "," "," "," "," "," "," ",93,83," ",52,32," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #37",CORN,2010-09-19," "," "," "," "," "," "," "," "," "," "," "," ",98,91," ",69,48," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #38",CORN,2010-09-26," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",85,65," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #39",CORN,2010-10-03," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",93,79," "," "," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #40",CORN,2010-10-10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",98,89," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #14",CORN,2011-04-10,3,3," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #15",CORN,2011-04-17,7,8," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #16",CORN,2011-04-24,9,23," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #17",CORN,2011-05-01,13,40," ",5,9," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #18",CORN,2011-05-08,40,59," ",7,21," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #19",CORN,2011-05-15,63,75," ",21,39," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #20",CORN,2011-05-22,79,87," ",45,59," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #21",CORN,2011-05-29,86,95," ",66,78," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #22",CORN,2011-06-05,94,98," ",79,90," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #23",CORN,2011-06-12,99,99," ",91,96," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #24",CORN,2011-06-19," "," "," ",97,99," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #26",CORN,2011-07-03," "," "," "," "," "," ",6,12," "," "," "," "," "," "," "," "," "," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #27",CORN,2011-07-10," "," "," "," "," "," ",14,26," "," "," "," "," "," "," "," "," "," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #28",CORN,2011-07-17," "," "," "," "," "," ",35,47," "," "," "," "," "," "," "," "," "," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #29",CORN,2011-07-24," "," "," "," "," "," ",65,69," ",9,12," "," "," "," "," "," "," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #30",CORN,2011-07-31," "," "," "," "," "," ",83,84," ",18,23," ",4,5," "," "," "," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #31",CORN,2011-08-07," "," "," "," "," "," ",93,93," ",32,38," ",7,10," "," "," "," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #32",CORN,2011-08-14," "," "," "," "," "," ",98,97," ",52,58," ",17,21," "," "," "," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #33",CORN,2011-08-21," "," "," "," "," "," "," "," "," ",73,73," ",33,37," "," "," "," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #34",CORN,2011-08-28," "," "," "," "," "," "," "," "," ",88,85," ",53,54," ",9,11," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #35",CORN,2011-09-04," "," "," "," "," "," "," "," "," ",94,92," ",71,70," ",18,20," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #36",CORN,2011-09-11," "," "," "," "," "," "," "," "," ",97,96," ",84,82," ",29,33," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #37",CORN,2011-09-18," "," "," "," "," "," "," "," "," "," "," "," ",92,91," ",46,48," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #38",CORN,2011-09-25," "," "," "," "," "," "," "," "," "," "," "," ",96,96," ",63,64," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #39",CORN,2011-10-02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",79,78," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #40",CORN,2011-10-09," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",89,88," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #41",CORN,2011-10-16," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",94,93," "," "," "," "
2011,"US TOTAL","  ","  ","   ","WEEK #42",CORN,2011-10-23," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",97,97," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #13",CORN,2012-04-01,3,2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #14",CORN,2012-04-08,7,2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #15",CORN,2012-04-15,17,5," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #16",CORN,2012-04-22,28,15," ",9,2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #17",CORN,2012-04-29,53,27," ",15,6," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #18",CORN,2012-05-06,71,47," ",32,13," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #19",CORN,2012-05-13,87,66," ",56,28," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #20",CORN,2012-05-20,96,81," ",76,48," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #21",CORN,2012-05-27," "," "," ",92,69," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #22",CORN,2012-06-03," "," "," ",97,83," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #23",CORN,2012-06-10," "," "," "," "," "," ",2,1," "," "," "," "," "," "," "," "," "," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #24",CORN,2012-06-17," "," "," "," "," "," ",5,2," "," "," "," "," "," "," "," "," "," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #25",CORN,2012-06-24," "," "," "," "," "," ",10,3," "," "," "," "," "," "," "," "," "," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #26",CORN,2012-07-01," "," "," "," "," "," ",25,8," "," "," "," "," "," "," "," "," "," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #27",CORN,2012-07-08," "," "," "," "," "," ",50,19," "," "," "," "," "," "," "," "," "," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #28",CORN,2012-07-15," "," "," "," "," "," ",71,36," ",12,4," "," "," "," "," "," "," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #29",CORN,2012-07-22," "," "," "," "," "," ",86,59," ",22,9," ",6,2," "," "," "," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #30",CORN,2012-07-29," "," "," "," "," "," ",94,77," ",37,17," ",13,3," "," "," "," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #31",CORN,2012-08-05," "," "," "," "," "," ",98,90," ",61,30," ",26,7," ",6,1," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #32",CORN,2012-08-12," "," "," "," "," "," "," "," "," ",78,49," ",42,16," ",10,2," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #33",CORN,2012-08-19," "," "," "," "," "," "," "," "," ",89,66," ",60,29," ",17,4," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #34",CORN,2012-08-26," "," "," "," "," "," "," "," "," ",95,81," ",76,46," ",26,8," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #35",CORN,2012-09-02," "," "," "," "," "," "," "," "," "," "," "," ",86,63," ",41,16," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #36",CORN,2012-09-09," "," "," "," "," "," "," "," "," "," "," "," ",93,77," ",58,27," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #37",CORN,2012-09-16," "," "," "," "," "," "," "," "," "," "," "," ",97,87," ",76,41," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #38",CORN,2012-09-23," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",88,57," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #39",CORN,2012-09-30," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",94,72," "," "," "," "
2012,"US TOTAL","  ","  ","   ","WEEK #40",CORN,2012-10-07," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",97,84," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #15",CORN,2013-04-14,2,7," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #16",CORN,2013-04-21,4,16," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #17",CORN,2013-04-28,5,31," ",2,6," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #18",CORN,2013-05-05,12,47," ",3,15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #19",CORN,2013-05-12,28,65," ",5,28," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #20",CORN,2013-05-19,71,79," ",19,46," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #21",CORN,2013-05-26,86,90," ",54,67," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #22",CORN,2013-06-02,91,95," ",74,82," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #23",CORN,2013-06-09,95,98," ",85,92," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #24",CORN,2013-06-16," "," "," ",92,97," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #25",CORN,2013-06-23," "," "," ",96,99," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #26",CORN,2013-06-30," "," "," "," "," "," ",3,9," "," "," "," "," "," "," "," "," "," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #27",CORN,2013-07-07," "," "," "," "," "," ",6,20," "," "," "," "," "," "," "," "," "," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #28",CORN,2013-07-14," "," "," "," "," "," ",16,35," "," "," "," "," "," "," "," "," "," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #29",CORN,2013-07-21," "," "," "," "," "," ",43,56," "," "," "," "," "," "," "," "," "," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #30",CORN,2013-07-28," "," "," "," "," "," ",71,75," ",8,17," "," "," "," "," "," "," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #31",CORN,2013-08-04," "," "," "," "," "," ",86,89," ",18,31," "," "," "," "," "," "," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #32",CORN,2013-08-11," "," "," "," "," "," ",94,95," ",32,48," ",5,17," "," "," "," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #33",CORN,2013-08-18," "," "," "," "," "," ",97,99," ",52,65," ",11,30," "," "," "," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #34",CORN,2013-08-25," "," "," "," "," "," "," "," "," ",70,79," ",23,45," "," "," "," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #35",CORN,2013-09-01," "," "," "," "," "," "," "," "," ",84,89," ",42,61," ",4,17," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #36",CORN,2013-09-08," "," "," "," "," "," "," "," "," ",92,94," ",64,75," ",9,28," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #37",CORN,2013-09-15," "," "," "," "," "," "," "," "," ",97,97," ",81,86," ",22,41," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #38",CORN,2013-09-22," "," "," "," "," "," "," "," "," "," "," "," ",91,93," ",40,55," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #39",CORN,2013-09-29," "," "," "," "," "," "," "," "," "," "," "," ",96,97," ",63,70," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #42",CORN,2013-10-20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",94,95," "," "," "," "
2013,"US TOTAL","  ","  ","   ","WEEK #43",CORN,2013-10-27," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",98,97," "," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #15",CORN,2014-04-13,3,6,2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #16",CORN,2014-04-20,6,14,4," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #17",CORN,2014-04-27,19,28,5,3,6,2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #18",CORN,2014-05-04,29,42,11,7,13,3," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #19",CORN,2014-05-11,59,58,26,18,25,5," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #20",CORN,2014-05-18,73,76,65,34,42,17," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #21",CORN,2014-05-25,88,88,84,60,64,49," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #22",CORN,2014-06-01,95,94,90,80,80,71," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #23",CORN,2014-06-08," "," "," ",92,90,83," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #24",CORN,2014-06-15," "," "," ",97,96,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #26",CORN,2014-06-29," "," "," "," "," "," ",5,9,3," "," "," "," "," "," "," "," "," "," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #27",CORN,2014-07-06," "," "," "," "," "," ",15,18,6," "," "," "," "," "," "," "," "," "," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #28",CORN,2014-07-13," "," "," "," "," "," ",34,33,15," "," "," "," "," "," "," "," "," "," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #29",CORN,2014-07-20," "," "," "," "," "," ",56,55,39," "," "," "," "," "," "," "," "," "," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #30",CORN,2014-07-27," "," "," "," "," "," ",78,75,67,17,16,8," "," "," "," "," "," "," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #31",CORN,2014-08-03," "," "," "," "," "," ",90,88,84,36,29,17," "," "," "," "," "," "," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #32",CORN,2014-08-10," "," "," "," "," "," ",96,95,93,54,46,30,11,16,5," "," "," "," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #33",CORN,2014-08-17," "," "," "," "," "," "," "," "," ",70,63,49,22,27,10," "," "," "," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #34",CORN,2014-08-24," "," "," "," "," "," "," "," "," ",83,78,67,35,43,21," "," "," "," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #35",CORN,2014-08-31," "," "," "," "," "," "," "," "," ",90,89,82,53,59,39,8,16,4," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #36",CORN,2014-09-07," "," "," "," "," "," "," "," "," ",95,94,91,69,74,61,15,26,8," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #37",CORN,2014-09-14," "," "," "," "," "," "," "," "," "," "," "," ",82,85,79,27,39,20," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #38",CORN,2014-09-21," "," "," "," "," "," "," "," "," "," "," "," ",90,92,90,42,54,37," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #39",CORN,2014-09-28," "," "," "," "," "," "," "," "," "," "," "," ",96,97,95,60,70,60," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #40",CORN,2014-10-05," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",77,81," "," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #41",CORN,2014-10-12," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",87,89," "," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #42",CORN,2014-10-19," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",93,94,93," "," "," "
2014,"US TOTAL","  ","  ","   ","WEEK #43",CORN,2014-10-26," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",96,97,97," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #15",CORN,2015-04-12,2,5,3," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #16",CORN,2015-04-19,9,13,6," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #17",CORN,2015-04-26,19,25,17,2,6,3," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #18",CORN,2015-05-03,55,38,28,9,12,6," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #19",CORN,2015-05-10,75,57,55,29,24,16," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #20",CORN,2015-05-17,85,75,71,56,40,32," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #21",CORN,2015-05-24,92,88,86,74,62,56," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #22",CORN,2015-05-31,95,94,94,84,79,77," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #23",CORN,2015-06-07," "," "," ",91,90,90," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #24",CORN,2015-06-14," "," "," ",97,95,96," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #26",CORN,2015-06-28," "," "," "," "," "," ",4,8,4," "," "," "," "," "," "," "," "," "," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #27",CORN,2015-07-05," "," "," "," "," "," ",12,18,14," "," "," "," "," "," "," "," "," "," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #28",CORN,2015-07-12," "," "," "," "," "," ",27,34,31," "," "," "," "," "," "," "," "," "," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #29",CORN,2015-07-19," "," "," "," "," "," ",55,56,53," "," "," "," "," "," "," "," "," "," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #30",CORN,2015-07-26," "," "," "," "," "," ",78,77,75,14,17,15," "," "," "," "," "," "," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #31",CORN,2015-08-02," "," "," "," "," "," ",90,89,88,29,31,33," "," "," "," "," "," "," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #32",CORN,2015-08-09," "," "," "," "," "," ",96,96,95,50,49,51,9,15,9," "," "," "," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #33",CORN,2015-08-16," "," "," "," "," "," "," "," "," ",71,66,68,21,28,20," "," "," "," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #34",CORN,2015-08-23," "," "," "," "," "," "," "," "," ",85,81,81,39,43,33," "," "," "," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #35",CORN,2015-08-30," "," "," "," "," "," "," "," "," ",92,90,89,60,60,50,9,15,7," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #36",CORN,2015-09-06," "," "," "," "," "," "," "," "," ",96,95,94,76,75,67,20,26,14," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #37",CORN,2015-09-13," "," "," "," "," "," "," "," "," "," "," "," ",87,86,80,35,40,25," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #38",CORN,2015-09-20," "," "," "," "," "," "," "," "," "," "," "," ",94,93,89,53,56,40," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #39",CORN,2015-09-27," "," "," "," "," "," "," "," "," "," "," "," ",97,97,95,71,72,57," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #40",CORN,2015-10-04," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",86,83,75," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #41",CORN,2015-10-11," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",94,91,86," "," "," "
2015,"US TOTAL","  ","  ","   ","WEEK #42",CORN,2015-10-18," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",98,96,92," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #14",CORN,2016-04-10,4,4,1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #15",CORN,2016-04-17,13,8,7," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
